335,329,687ms ID:000D237B Pr:00000000             0 +        35,392 2178B41AFCE0EAA3BEFA0DB1D485BE35         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\femalecivilian3portrait_static.dds"
335,329,703ms ID:000D2381 Pr:00000000             0 +    27,730,577 B78526C4502B24E2304AE998456B76C8         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\enUS.SC2Assets" "assets\textures\video_gamemodes_veteran_low.ogv"
335,329,703ms ID:000D2382 Pr:00000000             0 +        11,888 DB000BE456B4D2A9D6D901504F4F790F         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Effects\Other\PhysicsImpactCreepMed\PhysicsImpactCreepMed.m3"
335,329,703ms ID:000D2382 Pr:00000000             0 +        11,888 DB000BE456B4D2A9D6D901504F4F790F         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Effects\Other\PhysicsImpactCreepMed\PhysicsImpactCreepMed.m3"
335,329,703ms ID:000D2383 Pr:00000000             0 +       192,572 79477EBAFF0D0FD6F4E50DC5C181E4CD         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Sounds\Uni\UI\UI_Ping.wav"
335,329,703ms ID:000D2383 Pr:00000000             0 +       192,572 79477EBAFF0D0FD6F4E50DC5C181E4CD         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Sounds\Uni\UI\UI_Ping.wav"
335,329,703ms ID:000D2384 Pr:00000000             0 +       235,065 BF4EBC2C40479894ACD86564C9D8BA98         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\ac_event_civilians_panicrun_01.ogg"
335,329,703ms ID:000D2384 Pr:00000000             0 +       235,065 BF4EBC2C40479894ACD86564C9D8BA98         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\ac_event_civilians_panicrun_01.ogg"
335,329,703ms ID:000D2385 Pr:00000000             0 +         4,224 71AFC314BE011B0A8BF09EF85F26B860         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\wireframe-shields-small03.dds"
335,329,703ms ID:000D2385 Pr:00000000             0 +         4,224 71AFC314BE011B0A8BF09EF85F26B860         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\wireframe-shields-small03.dds"
335,329,703ms ID:000D2386 Pr:00000000             0 +       110,396 C7A63C3A7D9675E931AB5421F508D860         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\protoss\sharedeffects\explosions\protoss_explosionlarge6.wav"
335,329,703ms ID:000D2386 Pr:00000000             0 +       110,396 C7A63C3A7D9675E931AB5421F508D860         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\protoss\sharedeffects\explosions\protoss_explosionlarge6.wav"
335,329,703ms ID:000D2387 Pr:00000000             0 +         1,552 48E9C93B5C772E13F06AD1AE9095E0C6         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\lazerbeam1_orange1_blend.lvl0"
335,329,703ms ID:000D2387 Pr:00000000             0 +         1,552 48E9C93B5C772E13F06AD1AE9095E0C6         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\lazerbeam1_orange1_blend.lvl0"
335,329,703ms ID:000D2388 Pr:00000000             0 +       221,500 875960F972F1CF4BCFE4743D40754461         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\terran\sharedeffects\fires\terran_firemedium1.wav"
335,329,703ms ID:000D2388 Pr:00000000             0 +       221,500 875960F972F1CF4BCFE4743D40754461         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\terran\sharedeffects\fires\terran_firemedium1.wav"
335,329,703ms ID:000D2389 Pr:00000000             0 +        48,188 2312B763F1107DF5BF500755468E92CA         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\uni\ui\ui_mercenarybriefcase_hiremerc_2.wav"
335,329,703ms ID:000D2389 Pr:00000000             0 +        48,188 2312B763F1107DF5BF500755468E92CA         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\uni\ui\ui_mercenarybriefcase_hiremerc_2.wav"
335,329,703ms ID:000D238A Pr:00000000             0 +        19,280 7EEBBA25F0F4AC298C821E756EC67D9D         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Portraits\Terran\TerranPortraitTransition\TerranPortraitTransition.m3"
335,329,703ms ID:000D238A Pr:00000000             0 +        19,280 7EEBBA25F0F4AC298C821E756EC67D9D         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Portraits\Terran\TerranPortraitTransition\TerranPortraitTransition.m3"
335,329,703ms ID:000D238B Pr:00000000             0 +        19,280 7EEBBA25F0F4AC298C821E756EC67D9D         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\portraits\terran\terranportraittransition\terranportraittransition.m3"
335,329,703ms ID:000D238B Pr:00000000             0 +        19,280 7EEBBA25F0F4AC298C821E756EC67D9D         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\portraits\terran\terranportraittransition\terranportraittransition.m3"
335,329,703ms ID:000D238C Pr:00000000             0 +        68,412 EB81DCB8C8798AD652767481E0277884         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\terran\sharedeffects\explosions\terran_explosionmedium7.wav"
335,329,703ms ID:000D238C Pr:00000000             0 +        68,412 EB81DCB8C8798AD652767481E0277884         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\terran\sharedeffects\explosions\terran_explosionmedium7.wav"
335,329,703ms ID:000D238D Pr:00000000             0 +         5,616 B618723A273E1791CF9E7813124A0E80         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\buildingplane_gray1.lvl0"
335,329,703ms ID:000D238D Pr:00000000             0 +         5,616 B618723A273E1791CF9E7813124A0E80         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\buildingplane_gray1.lvl0"
335,329,703ms ID:000D238E Pr:00000000             0 +        38,716 7CC9071D70E9346C2A889B67D4AE4AEC         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\zerg\sharedeffects\explosions\zerg_explosionmedium1.wav"
335,329,703ms ID:000D238E Pr:00000000             0 +        38,716 7CC9071D70E9346C2A889B67D4AE4AEC         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\zerg\sharedeffects\explosions\zerg_explosionmedium1.wav"
335,329,703ms ID:000D238F Pr:00000000             0 +       671,216 78526FF81D21FC5EA3C9319A782A39A3         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Units\Critters\Crabeetle\Crabeetle.m3"
335,329,703ms ID:000D238F Pr:00000000             0 +       671,216 78526FF81D21FC5EA3C9319A782A39A3         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Units\Critters\Crabeetle\Crabeetle.m3"
335,329,703ms ID:000D2390 Pr:00000000             0 +        31,360 9BA5BC18D26811B66A8CDCFA34B2EC30         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Doodads\Elsecaro_Bush2x2\Elsecaro_Bush2x2_00.m3"
335,329,703ms ID:000D2390 Pr:00000000             0 +        31,360 9BA5BC18D26811B66A8CDCFA34B2EC30         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Doodads\Elsecaro_Bush2x2\Elsecaro_Bush2x2_00.m3"
335,329,703ms ID:000D2391 Pr:00000000             0 +       182,384 6EA334E626D2D483EA8FD5971E2ACE51         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Buildings\Neutral\XelNagaTower\XelNagaTower.m3"
335,329,703ms ID:000D2391 Pr:00000000             0 +       182,384 6EA334E626D2D483EA8FD5971E2ACE51         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Buildings\Neutral\XelNagaTower\XelNagaTower.m3"
335,329,703ms ID:000D2392 Pr:00000000             0 +        40,432 A1F371AAAA223E1894DE316CE13B6C29         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Doodads\WaterSplashMassive\WaterSplashMassive.m3"
335,329,703ms ID:000D2392 Pr:00000000             0 +        40,432 A1F371AAAA223E1894DE316CE13B6C29         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Doodads\WaterSplashMassive\WaterSplashMassive.m3"
335,329,703ms ID:000D2393 Pr:00000000             0 +        12,416 B230550457C973D700641D5C723727EF         StreamingThreadProc(): Calling Callback: success = true "Mods\Core.SC2Mod\Base.SC2Assets" "assets\textures\icon-energy-terran.dds"
335,329,703ms ID:000D2393 Pr:00000000             0 +        12,416 B230550457C973D700641D5C723727EF         ReleaseRequest(): Success "Mods\Core.SC2Mod\Base.SC2Assets" "assets\textures\icon-energy-terran.dds"
335,329,703ms ID:000D2394 Pr:00000000             0 +     6,948,572 5CD97ACD1912AC56267FB14ADD1413A4         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\enUS.SC2Assets" "assets\textures\video_gamemodes_versus_low.ogv"
335,329,703ms ID:000D2394 Pr:00000000             0 +     6,948,572 5CD97ACD1912AC56267FB14ADD1413A4         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\enUS.SC2Assets" "assets\textures\video_gamemodes_versus_low.ogv"
335,329,703ms ID:000D2395 Pr:00000000             0 +         5,904 844E68CE8D7FACC9B57A3412157BD7A0         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\btn-command-terran-buildstructure.dds"
335,329,703ms ID:000D2395 Pr:00000000             0 +         5,904 844E68CE8D7FACC9B57A3412157BD7A0         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\btn-command-terran-buildstructure.dds"
335,329,703ms ID:000D2396 Pr:00000000             0 +        70,204 9AD75D78256C9D0B41C224166D2FB1C1         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\terran\sharedeffects\explosions\terran_explosionsmall5.wav"
335,329,703ms ID:000D2396 Pr:00000000             0 +        70,204 9AD75D78256C9D0B41C224166D2FB1C1         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\terran\sharedeffects\explosions\terran_explosionsmall5.wav"
335,329,703ms ID:000D2397 Pr:00000000             0 +       493,424 183673666F55A590EE4543DF5CED10E7         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Doodads\Aiur_Temple_Statue_Large\Aiur_Temple_Statue_Large_00.m3"
335,329,703ms ID:000D2397 Pr:00000000             0 +       493,424 183673666F55A590EE4543DF5CED10E7         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Doodads\Aiur_Temple_Statue_Large\Aiur_Temple_Statue_Large_00.m3"
335,329,703ms ID:000D2398 Pr:00000000             0 +       166,460 36C3D25A41161DDFA257D7D6014F89A6         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\flameturret_loop_02.wav"
335,329,703ms ID:000D2398 Pr:00000000             0 +       166,460 36C3D25A41161DDFA257D7D6014F89A6         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\flameturret_loop_02.wav"
335,329,703ms ID:000D2399 Pr:00000000             0 +         5,904 CAC6767F234F18684EEEF430CD81EE9A         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\btn-building-zerg-hatchery.dds"
335,329,703ms ID:000D2399 Pr:00000000             0 +         5,904 CAC6767F234F18684EEEF430CD81EE9A         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\btn-building-zerg-hatchery.dds"
335,329,703ms ID:000D239A Pr:00000000             0 +        12,860 0CA3DC1C15D2A6183ED7247CAE021994         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\zerg\spinecrawler\spinecrawler_attackimpact0.wav"
335,329,703ms ID:000D239A Pr:00000000             0 +        12,860 0CA3DC1C15D2A6183ED7247CAE021994         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\zerg\spinecrawler\spinecrawler_attackimpact0.wav"
335,329,703ms ID:000D239B Pr:00000000             0 +         2,872 30EDBD97579517BEAA062C7068427A19         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\ltarcmac_emissive.lvl0"
335,329,703ms ID:000D239B Pr:00000000             0 +         2,872 30EDBD97579517BEAA062C7068427A19         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\ltarcmac_emissive.lvl0"
335,329,703ms ID:000D239C Pr:00000000             0 +         5,904 16AD72B155D69CE6C845B365E78659AD         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\btn-border-normal.dds"
335,329,703ms ID:000D239C Pr:00000000             0 +         5,904 16AD72B155D69CE6C845B365E78659AD         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\btn-border-normal.dds"
335,329,703ms ID:000D239D Pr:00000000             0 +        35,392 17B438848F8F76BFE70A2D9A9E06B914         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\hydraliskportrait_static.dds"
335,329,703ms ID:000D239D Pr:00000000             0 +        35,392 17B438848F8F76BFE70A2D9A9E06B914         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\hydraliskportrait_static.dds"
335,329,703ms ID:000D239E Pr:00000000             0 +     4,493,562 ED454CCCDD0BE5212B557109A54859F6         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\enUS.SC2Assets" "assets\textures\video_ac_karax_low.ogv"
335,329,703ms ID:000D239E Pr:00000000             0 +     4,493,562 ED454CCCDD0BE5212B557109A54859F6         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\enUS.SC2Assets" "assets\textures\video_ac_karax_low.ogv"
335,329,703ms ID:000D239F Pr:00000000             0 +     1,364,176 1A5DCD40B902808536B5AA2FBB085A94         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\portraits\terran\smx1_hanportrait\smx1_hanportrait.m3"
335,329,703ms ID:000D239F Pr:00000000             0 +     1,364,176 1A5DCD40B902808536B5AA2FBB085A94         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\portraits\terran\smx1_hanportrait\smx1_hanportrait.m3"
335,329,703ms ID:000D23A0 Pr:00000000             0 +        92,400 0F5A8271A93890506E17993710DD6FF2         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Doodads\Aiur_Temple_Small_Pillar\Aiur_Temple_Small_Pillar_03.m3"
335,329,703ms ID:000D23A0 Pr:00000000             0 +        92,400 0F5A8271A93890506E17993710DD6FF2         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Doodads\Aiur_Temple_Small_Pillar\Aiur_Temple_Small_Pillar_03.m3"
335,329,703ms ID:000D23A1 Pr:00000000             0 +        89,916 03BABEA788027D211B2F31EA01CE5411         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\terran\sharedeffects\explosions\terran_explosionsmall0.wav"
335,329,703ms ID:000D23A1 Pr:00000000             0 +        89,916 03BABEA788027D211B2F31EA01CE5411         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\terran\sharedeffects\explosions\terran_explosionsmall0.wav"
335,329,703ms ID:000D23A2 Pr:00000000             0 +         1,152 3182D82D70EAE06C3D69036B9A3B618A         StreamingThreadProc(): Calling Callback: success = true "Mods\Core.SC2Mod\Base.SC2Assets" "assets\textures\ui-editoricon-previewer_delete.dds"
335,329,703ms ID:000D23A2 Pr:00000000             0 +         1,152 3182D82D70EAE06C3D69036B9A3B618A         ReleaseRequest(): Success "Mods\Core.SC2Mod\Base.SC2Assets" "assets\textures\ui-editoricon-previewer_delete.dds"
335,329,703ms ID:000D23A3 Pr:00000000             0 +        35,644 1FB9D372E216395F98EC3FC6725DDFBF         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\zerg\sharedeffects\explosions\zerg_explosionmedium2.wav"
335,329,703ms ID:000D23A3 Pr:00000000             0 +        35,644 1FB9D372E216395F98EC3FC6725DDFBF         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\zerg\sharedeffects\explosions\zerg_explosionmedium2.wav"
335,329,703ms ID:000D23A4 Pr:00000000             0 +        12,000 F1AF300841AF94052C013C259D6C5C8F         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Effects\Other\PhysicsImpactSnowMed\PhysicsImpactSnowMed.m3"
335,329,703ms ID:000D23A4 Pr:00000000             0 +        12,000 F1AF300841AF94052C013C259D6C5C8F         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Effects\Other\PhysicsImpactSnowMed\PhysicsImpactSnowMed.m3"
335,329,703ms ID:000D23A5 Pr:00000000             0 +        31,168 821E144E6DB9F4589A199F18A937D40F         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Effects\Other\PhysicsImpactCreepLarge\PhysicsImpactCreepLarge.m3"
335,329,703ms ID:000D23A5 Pr:00000000             0 +        31,168 821E144E6DB9F4589A199F18A937D40F         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Effects\Other\PhysicsImpactCreepLarge\PhysicsImpactCreepLarge.m3"
335,329,703ms ID:000D23A6 Pr:00000000             0 +       103,328 614FAEA51C932F4809139A898C62A2F7         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Doodads\Fish\Fish.m3"
335,329,703ms ID:000D23A6 Pr:00000000             0 +       103,328 614FAEA51C932F4809139A898C62A2F7         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Doodads\Fish\Fish.m3"
335,329,703ms ID:000D23A7 Pr:00000000             0 +        14,272 D0E3CA378C517AE3CF03BA19F6E011A6         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\UI\Glues\UI_Screens_MainMenuDefaultVoid\UI_Screens_MainMenuDefaultVoid_05.m3"
335,329,703ms ID:000D23A7 Pr:00000000             0 +        14,272 D0E3CA378C517AE3CF03BA19F6E011A6         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\UI\Glues\UI_Screens_MainMenuDefaultVoid\UI_Screens_MainMenuDefaultVoid_05.m3"
335,329,703ms ID:000D23A8 Pr:00000000             0 +        16,512 F58C7B1866FAA4C939ADE44DAEE02295         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\btn-border-protoss-transportslot-filled-4slots.dds"
335,329,703ms ID:000D23A8 Pr:00000000             0 +        16,512 F58C7B1866FAA4C939ADE44DAEE02295         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\btn-border-protoss-transportslot-filled-4slots.dds"
335,329,703ms ID:000D23A9 Pr:00000000             0 +        35,900 118E56A360665DEC1CAC6A319C270EE7         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\uni\ui\battlenet_ui\ui_bnetselect01_2.wav"
335,329,703ms ID:000D23A9 Pr:00000000             0 +        35,900 118E56A360665DEC1CAC6A319C270EE7         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\sounds\uni\ui\battlenet_ui\ui_bnetselect01_2.wav"
335,329,703ms ID:000D23AA Pr:00000000             0 +        12,416 7882A0512396EB5408C556665DA40C8A         StreamingThreadProc(): Calling Callback: success = true "Mods\Core.SC2Mod\Base.SC2Assets" "assets\textures\icon-shields.dds"
335,329,703ms ID:000D23AA Pr:00000000             0 +        12,416 7882A0512396EB5408C556665DA40C8A         ReleaseRequest(): Success "Mods\Core.SC2Mod\Base.SC2Assets" "assets\textures\icon-shields.dds"
335,329,703ms ID:000D23AB Pr:00000000             0 +        35,392 A4609F0D88F63F162D7829D0E47B45CE         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\malecivilian11portrait_static.dds"
335,329,703ms ID:000D23AB Pr:00000000             0 +        35,392 A4609F0D88F63F162D7829D0E47B45CE         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\textures\malecivilian11portrait_static.dds"
335,329,703ms ID:000D23AC Pr:00000000             0 +        29,344 64F276BE4BDABDB2D187993FCAF54D8A         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\UI\Cursors\WayPointAttack_Void\WayPointAttack_Void.m3"
335,329,703ms ID:000D23AC Pr:00000000             0 +        29,344 64F276BE4BDABDB2D187993FCAF54D8A         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\UI\Cursors\WayPointAttack_Void\WayPointAttack_Void.m3"
335,329,703ms ID:000D23AD Pr:00000000             0 +       210,384 93FF1927D4E77DA71496411DE1FE1AE7         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Effects\Protoss\ProtossCloakingEffect\ProtossCloakingEffect.m3"
335,329,703ms ID:000D23AD Pr:00000000             0 +       210,384 93FF1927D4E77DA71496411DE1FE1AE7         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "Assets\Effects\Protoss\ProtossCloakingEffect\ProtossCloakingEffect.m3"
335,329,703ms ID:000D23AE Pr:00000000             0 +        29,344 64F276BE4BDABDB2D187993FCAF54D8A         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\ui\cursors\waypointattack_void\waypointattack_void.m3"
335,329,703ms ID:000D23AE Pr:00000000             0 +        29,344 64F276BE4BDABDB2D187993FCAF54D8A         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\Base.SC2Assets" "assets\ui\cursors\waypointattack_void\waypointattack_void.m3"
335,329,703ms ID:000D23AF Pr:00000000             0 +    12,996,637 1657CECAACD69ACE65D0A6001660DCD6         StreamingThreadProc(): Calling Callback: success = true "Mods\Liberty.SC2Mod\enUS.SC2Assets" "assets\textures\video_ac_alarak_low.ogv"
335,329,703ms ID:000D23AF Pr:00000000             0 +    12,996,637 1657CECAACD69ACE65D0A6001660DCD6         ReleaseRequest(): Success "Mods\Liberty.SC2Mod\enUS.SC2Assets" "assets\textures\video_ac_alarak_low.ogv"
335,329,703ms ID:000D23B0 Pr:00000000             0 +        12,416 59B7F5541B7D594289855938494DA712         StreamingThreadProc(): Calling Callback: success = true "Mods\Core.SC2Mod\Base.SC2Assets" "assets\textures\icon-mineral-terran.dds"
335,329,703ms ID:000D23B0 Pr:00000000             0 +        12,416 59B7F5541B7D594289855938494DA712         ReleaseRequest(): Success "Mods\Core.SC2Mod\Base.SC2Assets" "assets\textures\icon-mineral-terran.dds"
